META,,GOOGL,,AMZN,,PYPL,,TXRH,
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
2/5/2025 16:00:00,704.87,2/4/2025 16:00:00,206.38,2/5/2025 16:00:00,236.17,2/4/2025 16:00:00,77.72,2/4/2025 16:00:00,182.02
2/6/2025 16:00:00,711.99,2/5/2025 16:00:00,191.33,2/6/2025 16:00:00,238.83,2/5/2025 16:00:00,79.2,2/5/2025 16:00:00,182.02
2/7/2025 16:00:00,714.52,2/6/2025 16:00:00,191.6,2/7/2025 16:00:00,229.15,2/6/2025 16:00:00,78.57,2/6/2025 16:00:00,178.45
2/10/2025 16:00:00,717.4,2/7/2025 16:00:00,185.34,2/10/2025 16:00:00,233.14,2/7/2025 16:00:00,77.31,2/7/2025 16:00:00,175.96
2/11/2025 16:00:00,719.8,2/10/2025 16:00:00,186.47,2/11/2025 16:00:00,232.76,2/10/2025 16:00:00,78.24,2/10/2025 16:00:00,173.6
2/12/2025 16:00:00,725.38,2/11/2025 16:00:00,185.32,2/12/2025 16:00:00,228.93,2/11/2025 16:00:00,76.21,2/11/2025 16:00:00,170.77
2/13/2025 16:00:00,728.56,2/12/2025 16:00:00,183.61,2/13/2025 16:00:00,230.37,2/12/2025 16:00:00,76.27,2/12/2025 16:00:00,168.52
2/14/2025 16:00:00,736.67,2/13/2025 16:00:00,186.14,2/14/2025 16:00:00,228.68,2/13/2025 16:00:00,76.59,2/13/2025 16:00:00,171.43
2/18/2025 16:00:00,716.37,2/14/2025 16:00:00,185.23,2/18/2025 16:00:00,226.65,2/14/2025 16:00:00,77.97,2/14/2025 16:00:00,171.7
2/19/2025 16:00:00,703.77,2/18/2025 16:00:00,183.77,2/19/2025 16:00:00,226.63,2/18/2025 16:00:00,78.62,2/18/2025 16:00:00,177.48
2/20/2025 16:00:00,694.84,2/19/2025 16:00:00,185.27,2/20/2025 16:00:00,222.88,2/19/2025 16:00:00,78.36,2/19/2025 16:00:00,174.02
2/21/2025 16:00:00,683.55,2/20/2025 16:00:00,184.56,2/21/2025 16:00:00,216.58,2/20/2025 16:00:00,77.63,2/20/2025 16:00:00,171.57
2/24/2025 16:00:00,668.13,2/21/2025 16:00:00,179.66,2/24/2025 16:00:00,212.71,2/21/2025 16:00:00,74.95,2/21/2025 16:00:00,169.13
2/25/2025 16:00:00,657.5,2/24/2025 16:00:00,179.25,2/25/2025 16:00:00,212.8,2/24/2025 16:00:00,75.25,2/24/2025 16:00:00,172.05
2/26/2025 16:00:00,673.7,2/25/2025 16:00:00,175.42,2/26/2025 16:00:00,214.35,2/25/2025 16:00:00,74.07,2/25/2025 16:00:00,174.88
2/27/2025 16:00:00,658.24,2/26/2025 16:00:00,172.73,2/27/2025 16:00:00,208.74,2/26/2025 16:00:00,72.05,2/26/2025 16:00:00,175.71
2/28/2025 16:00:00,668.2,2/27/2025 16:00:00,168.5,2/28/2025 16:00:00,212.28,2/27/2025 16:00:00,70.73,2/27/2025 16:00:00,177.9
3/3/2025 16:00:00,655.05,2/28/2025 16:00:00,170.28,3/3/2025 16:00:00,205.02,2/28/2025 16:00:00,71.05,2/28/2025 16:00:00,184.09
3/4/2025 16:00:00,640,3/3/2025 16:00:00,167.01,3/4/2025 16:00:00,203.8,3/3/2025 16:00:00,69.75,3/3/2025 16:00:00,181.21
3/5/2025 16:00:00,656.47,3/4/2025 16:00:00,170.92,3/5/2025 16:00:00,208.36,3/4/2025 16:00:00,67.48,3/4/2025 16:00:00,184.98
3/6/2025 16:00:00,627.93,3/5/2025 16:00:00,173.02,3/6/2025 16:00:00,200.7,3/5/2025 16:00:00,69.5,3/5/2025 16:00:00,185.86
3/7/2025 16:00:00,625.66,3/6/2025 16:00:00,172.35,3/7/2025 16:00:00,199.25,3/6/2025 16:00:00,68.08,3/6/2025 16:00:00,179.23
3/10/2025 16:00:00,597.99,3/7/2025 16:00:00,173.86,3/10/2025 16:00:00,194.54,3/7/2025 16:00:00,70.48,3/7/2025 16:00:00,179.03
3/11/2025 16:00:00,605.71,3/10/2025 16:00:00,165.87,3/11/2025 16:00:00,196.59,3/10/2025 16:00:00,68.16,3/10/2025 16:00:00,178.33
3/12/2025 16:00:00,619.56,3/11/2025 16:00:00,164.04,3/12/2025 16:00:00,198.89,3/11/2025 16:00:00,67.98,3/11/2025 16:00:00,177.12
3/13/2025 16:00:00,590.64,3/12/2025 16:00:00,167.11,3/13/2025 16:00:00,193.89,3/12/2025 16:00:00,68.62,3/12/2025 16:00:00,175.39
3/14/2025 16:00:00,607.6,3/13/2025 16:00:00,162.76,3/14/2025 16:00:00,197.95,3/13/2025 16:00:00,66.91,3/13/2025 16:00:00,167.78
3/17/2025 16:00:00,604.9,3/14/2025 16:00:00,165.49,3/17/2025 16:00:00,195.74,3/14/2025 16:00:00,68.95,3/14/2025 16:00:00,172.49
3/18/2025 16:00:00,582.36,3/17/2025 16:00:00,164.29,3/18/2025 16:00:00,192.82,3/17/2025 16:00:00,69.65,3/17/2025 16:00:00,171.95
3/19/2025 16:00:00,584.06,3/18/2025 16:00:00,160.67,3/19/2025 16:00:00,195.54,3/18/2025 16:00:00,68.88,3/18/2025 16:00:00,167.09
3/20/2025 16:00:00,586,3/19/2025 16:00:00,163.89,3/20/2025 16:00:00,194.95,3/19/2025 16:00:00,70,3/19/2025 16:00:00,170.04
3/21/2025 16:00:00,596.25,3/20/2025 16:00:00,162.8,3/21/2025 16:00:00,196.21,3/20/2025 16:00:00,69.67,3/20/2025 16:00:00,170.75
3/24/2025 16:00:00,618.85,3/21/2025 16:00:00,163.99,3/24/2025 16:00:00,203.26,3/21/2025 16:00:00,70.19,3/21/2025 16:00:00,169.88
3/25/2025 16:00:00,626.31,3/24/2025 16:00:00,167.68,3/25/2025 16:00:00,205.71,3/24/2025 16:00:00,70.97,3/24/2025 16:00:00,175.87
3/26/2025 16:00:00,610.98,3/25/2025 16:00:00,170.56,3/26/2025 16:00:00,201.13,3/25/2025 16:00:00,70.86,3/25/2025 16:00:00,177.5
3/27/2025 16:00:00,602.58,3/26/2025 16:00:00,165.06,3/27/2025 16:00:00,201.36,3/26/2025 16:00:00,69.97,3/26/2025 16:00:00,175.53
3/28/2025 16:00:00,576.74,3/27/2025 16:00:00,162.24,3/28/2025 16:00:00,192.72,3/27/2025 16:00:00,68.86,3/27/2025 16:00:00,174.74
3/31/2025 16:00:00,576.36,3/28/2025 16:00:00,154.33,3/31/2025 16:00:00,190.26,3/28/2025 16:00:00,65.15,3/28/2025 16:00:00,171.05
4/1/2025 16:00:00,586,3/31/2025 16:00:00,154.64,4/1/2025 16:00:00,192.17,3/31/2025 16:00:00,65.25,3/31/2025 16:00:00,166.63
4/2/2025 16:00:00,583.93,4/1/2025 16:00:00,157.07,4/2/2025 16:00:00,196.01,4/1/2025 16:00:00,66.1,4/1/2025 16:00:00,168.92
4/3/2025 16:00:00,531.62,4/2/2025 16:00:00,157.04,4/3/2025 16:00:00,178.41,4/2/2025 16:00:00,67.15,4/2/2025 16:00:00,172.22
4/4/2025 16:00:00,504.73,4/3/2025 16:00:00,150.72,4/4/2025 16:00:00,171,4/3/2025 16:00:00,61.71,4/3/2025 16:00:00,167.05
4/7/2025 16:00:00,516.25,4/4/2025 16:00:00,145.6,4/7/2025 16:00:00,175.26,4/4/2025 16:00:00,58.37,4/4/2025 16:00:00,159.86
4/8/2025 16:00:00,510.45,4/7/2025 16:00:00,146.75,4/8/2025 16:00:00,170.66,4/7/2025 16:00:00,58.53,4/7/2025 16:00:00,154.9
4/9/2025 16:00:00,585.77,4/8/2025 16:00:00,144.7,4/9/2025 16:00:00,191.1,4/8/2025 16:00:00,57.41,4/8/2025 16:00:00,153.22
4/10/2025 16:00:00,546.29,4/9/2025 16:00:00,158.71,4/10/2025 16:00:00,181.22,4/9/2025 16:00:00,63.95,4/9/2025 16:00:00,166
4/11/2025 16:00:00,543.57,4/10/2025 16:00:00,152.82,4/11/2025 16:00:00,184.87,4/10/2025 16:00:00,60.56,4/10/2025 16:00:00,161.71
4/14/2025 16:00:00,531.48,4/11/2025 16:00:00,157.14,4/14/2025 16:00:00,182.12,4/11/2025 16:00:00,62.59,4/11/2025 16:00:00,160.17
4/15/2025 16:00:00,521.52,4/14/2025 16:00:00,159.07,4/15/2025 16:00:00,179.59,4/14/2025 16:00:00,62.27,4/14/2025 16:00:00,163.13
4/16/2025 16:00:00,502.31,4/15/2025 16:00:00,156.31,4/16/2025 16:00:00,174.33,4/15/2025 16:00:00,62,4/15/2025 16:00:00,163.01
4/17/2025 16:00:00,501.48,4/16/2025 16:00:00,153.33,4/17/2025 16:00:00,172.61,4/16/2025 16:00:00,60.24,4/16/2025 16:00:00,160.51
4/21/2025 16:00:00,484.66,4/17/2025 16:00:00,151.16,4/21/2025 16:00:00,167.32,4/17/2025 16:00:00,61,4/17/2025 16:00:00,161.89
4/22/2025 16:00:00,500.28,4/21/2025 16:00:00,147.67,4/22/2025 16:00:00,173.18,4/21/2025 16:00:00,60.29,4/21/2025 16:00:00,159.52
4/23/2025 16:00:00,520.27,4/22/2025 16:00:00,151.47,4/23/2025 16:00:00,180.6,4/22/2025 16:00:00,61.42,4/22/2025 16:00:00,162.95
4/24/2025 16:00:00,533.15,4/23/2025 16:00:00,155.35,4/24/2025 16:00:00,186.54,4/23/2025 16:00:00,62.46,4/23/2025 16:00:00,163.41
4/25/2025 16:00:00,547.27,4/24/2025 16:00:00,159.28,4/25/2025 16:00:00,188.99,4/24/2025 16:00:00,64.77,4/24/2025 16:00:00,161.84
4/28/2025 16:00:00,549.74,4/25/2025 16:00:00,161.96,4/28/2025 16:00:00,187.7,4/25/2025 16:00:00,65.34,4/25/2025 16:00:00,161.64
4/29/2025 16:00:00,554.44,4/28/2025 16:00:00,160.61,4/29/2025 16:00:00,187.39,4/28/2025 16:00:00,64.93,4/28/2025 16:00:00,166.66
4/30/2025 16:00:00,549,4/29/2025 16:00:00,160.16,4/30/2025 16:00:00,184.42,4/29/2025 16:00:00,66.32,4/29/2025 16:00:00,164.67
5/1/2025 16:00:00,572.21,4/30/2025 16:00:00,158.8,5/1/2025 16:00:00,190.2,4/30/2025 16:00:00,65.84,4/30/2025 16:00:00,165.96
5/2/2025 16:00:00,597.02,5/1/2025 16:00:00,161.3,5/2/2025 16:00:00,189.98,5/1/2025 16:00:00,65.41,5/1/2025 16:00:00,166.74
5/5/2025 16:00:00,599.27,5/2/2025 16:00:00,164.03,5/5/2025 16:00:00,186.35,5/2/2025 16:00:00,67.24,5/2/2025 16:00:00,171.79
5/6/2025 16:00:00,587.31,5/5/2025 16:00:00,164.21,5/6/2025 16:00:00,185.01,5/5/2025 16:00:00,68.54,5/5/2025 16:00:00,171.16
5/7/2025 16:00:00,596.81,5/6/2025 16:00:00,163.23,5/7/2025 16:00:00,188.71,5/6/2025 16:00:00,68.05,5/6/2025 16:00:00,171.25
5/8/2025 16:00:00,598.01,5/7/2025 16:00:00,151.38,5/8/2025 16:00:00,192.08,5/7/2025 16:00:00,68.69,5/7/2025 16:00:00,171.26
5/9/2025 16:00:00,592.49,5/8/2025 16:00:00,154.28,5/9/2025 16:00:00,193.06,5/8/2025 16:00:00,70.48,5/8/2025 16:00:00,172.55
5/12/2025 16:00:00,639.43,5/9/2025 16:00:00,152.75,5/12/2025 16:00:00,208.64,5/9/2025 16:00:00,70.26,5/9/2025 16:00:00,180.81
5/13/2025 16:00:00,656.03,5/12/2025 16:00:00,158.46,5/13/2025 16:00:00,211.37,5/12/2025 16:00:00,72.31,5/12/2025 16:00:00,189.96
5/14/2025 16:00:00,659.36,5/13/2025 16:00:00,159.53,5/14/2025 16:00:00,210.25,5/13/2025 16:00:00,72.29,5/13/2025 16:00:00,190.51
5/15/2025 16:00:00,643.88,5/14/2025 16:00:00,165.37,5/15/2025 16:00:00,205.17,5/14/2025 16:00:00,72.68,5/14/2025 16:00:00,189.1
5/16/2025 16:00:00,640.34,5/15/2025 16:00:00,163.96,5/16/2025 16:00:00,205.59,5/15/2025 16:00:00,71.57,5/15/2025 16:00:00,189.42
5/19/2025 16:00:00,640.43,5/16/2025 16:00:00,166.19,5/19/2025 16:00:00,206.16,5/16/2025 16:00:00,72.18,5/16/2025 16:00:00,192.92
5/20/2025 16:00:00,637.1,5/19/2025 16:00:00,166.54,5/20/2025 16:00:00,204.07,5/19/2025 16:00:00,72.32,5/19/2025 16:00:00,193.53
5/21/2025 16:00:00,635.5,5/20/2025 16:00:00,163.98,5/21/2025 16:00:00,201.12,5/20/2025 16:00:00,72.61,5/20/2025 16:00:00,191.36
5/22/2025 16:00:00,636.57,5/21/2025 16:00:00,168.56,5/22/2025 16:00:00,201.12,5/21/2025 16:00:00,71.65,5/21/2025 16:00:00,187.1
5/23/2025 16:00:00,627.06,5/22/2025 16:00:00,170.87,5/23/2025 16:00:00,200.99,5/22/2025 16:00:00,71.65,5/22/2025 16:00:00,188.73
5/27/2025 16:00:00,642.32,5/23/2025 16:00:00,168.47,5/27/2025 16:00:00,206.02,5/23/2025 16:00:00,69.85,5/23/2025 16:00:00,189.99
5/28/2025 16:00:00,643.58,5/27/2025 16:00:00,172.9,5/28/2025 16:00:00,204.72,5/27/2025 16:00:00,71.48,5/27/2025 16:00:00,199.8
5/29/2025 16:00:00,645.05,5/28/2025 16:00:00,172.36,5/29/2025 16:00:00,205.7,5/28/2025 16:00:00,71.44,5/28/2025 16:00:00,196.32
5/30/2025 16:00:00,647.49,5/29/2025 16:00:00,171.86,5/30/2025 16:00:00,205.01,5/29/2025 16:00:00,70.93,5/29/2025 16:00:00,195.79
6/2/2025 16:00:00,670.9,5/30/2025 16:00:00,171.74,6/2/2025 16:00:00,206.65,5/30/2025 16:00:00,70.28,5/30/2025 16:00:00,195.21
6/3/2025 16:00:00,666.85,6/2/2025 16:00:00,169.03,6/3/2025 16:00:00,205.71,6/2/2025 16:00:00,70.93,6/2/2025 16:00:00,194.67
6/4/2025 16:00:00,687.95,6/3/2025 16:00:00,166.18,6/4/2025 16:00:00,207.23,6/3/2025 16:00:00,71.33,6/3/2025 16:00:00,195.92
6/5/2025 16:00:00,684.62,6/4/2025 16:00:00,168.05,6/5/2025 16:00:00,207.91,6/4/2025 16:00:00,72.8,6/4/2025 16:00:00,195.11
6/6/2025 16:00:00,697.71,6/5/2025 16:00:00,168.21,6/6/2025 16:00:00,213.57,6/5/2025 16:00:00,72.47,6/5/2025 16:00:00,191.68
6/9/2025 16:00:00,694.06,6/6/2025 16:00:00,173.68,6/9/2025 16:00:00,216.98,6/6/2025 16:00:00,73.43,6/6/2025 16:00:00,195.19
6/10/2025 16:00:00,702.4,6/9/2025 16:00:00,176.09,6/10/2025 16:00:00,217.61,6/9/2025 16:00:00,73.55,6/9/2025 16:00:00,194.78
6/11/2025 16:00:00,694.14,6/10/2025 16:00:00,178.6,6/11/2025 16:00:00,213.2,6/10/2025 16:00:00,74.76,6/10/2025 16:00:00,189.17
6/12/2025 16:00:00,693.36,6/11/2025 16:00:00,177.35,6/12/2025 16:00:00,213.24,6/11/2025 16:00:00,74.61,6/11/2025 16:00:00,187.84
6/13/2025 16:00:00,682.87,6/12/2025 16:00:00,175.7,6/13/2025 16:00:00,212.1,6/12/2025 16:00:00,74.81,6/12/2025 16:00:00,186.64
6/16/2025 16:00:00,702.12,6/13/2025 16:00:00,174.67,6/16/2025 16:00:00,216.1,6/13/2025 16:00:00,70.83,6/13/2025 16:00:00,182.29
6/17/2025 16:00:00,697.23,6/16/2025 16:00:00,176.77,6/17/2025 16:00:00,214.82,6/16/2025 16:00:00,72.26,6/16/2025 16:00:00,192.88
6/18/2025 16:00:00,695.77,6/17/2025 16:00:00,175.95,6/18/2025 16:00:00,212.52,6/17/2025 16:00:00,70.67,6/17/2025 16:00:00,194.55
6/20/2025 16:00:00,682.35,6/18/2025 16:00:00,173.32,6/20/2025 16:00:00,209.69,6/18/2025 16:00:00,68.57,6/18/2025 16:00:00,192.94
6/23/2025 16:00:00,698.53,6/20/2025 16:00:00,166.64,6/23/2025 16:00:00,208.47,6/20/2025 16:00:00,70.05,6/20/2025 16:00:00,193.02
6/24/2025 16:00:00,712.2,6/23/2025 16:00:00,165.19,6/24/2025 16:00:00,212.77,6/23/2025 16:00:00,72.01,6/23/2025 16:00:00,188.59
6/25/2025 16:00:00,708.68,6/24/2025 16:00:00,166.77,6/25/2025 16:00:00,211.99,6/24/2025 16:00:00,73.58,6/24/2025 16:00:00,188.79
6/26/2025 16:00:00,726.09,6/25/2025 16:00:00,170.68,6/26/2025 16:00:00,217.12,6/25/2025 16:00:00,73.07,6/25/2025 16:00:00,184.01
6/27/2025 16:00:00,733.63,6/26/2025 16:00:00,173.54,6/27/2025 16:00:00,223.3,6/26/2025 16:00:00,73.17,6/26/2025 16:00:00,185.03
6/30/2025 16:00:00,738.09,6/27/2025 16:00:00,178.53,6/30/2025 16:00:00,219.39,6/27/2025 16:00:00,73.64,6/27/2025 16:00:00,187.74
7/1/2025 16:00:00,719.22,6/30/2025 16:00:00,176.23,7/1/2025 16:00:00,220.46,6/30/2025 16:00:00,74.32,6/30/2025 16:00:00,187.41
7/2/2025 16:00:00,713.57,7/1/2025 16:00:00,175.84,7/2/2025 16:00:00,219.92,7/1/2025 16:00:00,75.29,7/1/2025 16:00:00,189.22
7/3/2025 13:05:00,719.01,7/2/2025 16:00:00,178.64,7/3/2025 13:05:00,223.41,7/2/2025 16:00:00,76.31,7/2/2025 16:00:00,191.13
7/7/2025 16:00:00,718.35,7/3/2025 13:05:00,179.53,7/7/2025 16:00:00,223.47,7/3/2025 13:05:00,76.59,7/3/2025 13:05:00,189.46
7/8/2025 16:00:00,720.67,7/7/2025 16:00:00,176.79,7/8/2025 16:00:00,219.36,7/7/2025 16:00:00,76.18,7/7/2025 16:00:00,185.99
7/9/2025 16:00:00,732.78,7/8/2025 16:00:00,174.36,7/9/2025 16:00:00,222.54,7/8/2025 16:00:00,75.03,7/8/2025 16:00:00,188.25
7/10/2025 16:00:00,727.24,7/9/2025 16:00:00,176.62,7/10/2025 16:00:00,222.26,7/9/2025 16:00:00,74.83,7/9/2025 16:00:00,186.57
7/11/2025 16:00:00,717.51,7/10/2025 16:00:00,177.62,7/11/2025 16:00:00,225.02,7/10/2025 16:00:00,75.7,7/10/2025 16:00:00,186.38
7/14/2025 16:00:00,720.92,7/11/2025 16:00:00,180.19,7/14/2025 16:00:00,225.69,7/11/2025 16:00:00,71.36,7/11/2025 16:00:00,188.09
7/15/2025 16:00:00,710.39,7/14/2025 16:00:00,181.56,7/15/2025 16:00:00,226.35,7/14/2025 16:00:00,73.89,7/14/2025 16:00:00,188.48
7/16/2025 16:00:00,702.91,7/15/2025 16:00:00,182,7/16/2025 16:00:00,223.19,7/15/2025 16:00:00,72.96,7/15/2025 16:00:00,184.66
7/17/2025 16:00:00,701.41,7/16/2025 16:00:00,182.97,7/17/2025 16:00:00,223.88,7/16/2025 16:00:00,72.97,7/16/2025 16:00:00,184.01
7/18/2025 16:00:00,704.28,7/17/2025 16:00:00,183.58,7/18/2025 16:00:00,226.13,7/17/2025 16:00:00,73.86,7/17/2025 16:00:00,182.58
7/21/2025 16:00:00,712.97,7/18/2025 16:00:00,185.06,7/21/2025 16:00:00,229.3,7/18/2025 16:00:00,74.17,7/18/2025 16:00:00,184.08
7/22/2025 16:00:00,704.81,7/21/2025 16:00:00,190.1,7/22/2025 16:00:00,227.47,7/21/2025 16:00:00,74.82,7/21/2025 16:00:00,183.01
7/23/2025 16:00:00,713.58,7/22/2025 16:00:00,191.34,7/23/2025 16:00:00,228.29,7/22/2025 16:00:00,76,7/22/2025 16:00:00,184.26
7/24/2025 16:00:00,714.8,7/23/2025 16:00:00,190.23,7/24/2025 16:00:00,232.23,7/23/2025 16:00:00,76.66,7/23/2025 16:00:00,186.49
7/25/2025 16:00:00,712.68,7/24/2025 16:00:00,192.17,7/25/2025 16:00:00,231.44,7/24/2025 16:00:00,77.82,7/24/2025 16:00:00,184.19
7/28/2025 16:00:00,717.63,7/25/2025 16:00:00,193.18,7/28/2025 16:00:00,232.79,7/25/2025 16:00:00,77.98,7/25/2025 16:00:00,188.14
7/29/2025 16:00:00,700,7/28/2025 16:00:00,192.58,7/29/2025 16:00:00,231.01,7/28/2025 16:00:00,78.22,7/28/2025 16:00:00,187.58
7/30/2025 16:00:00,695.21,7/29/2025 16:00:00,195.75,7/30/2025 16:00:00,230.19,7/29/2025 16:00:00,71.45,7/29/2025 16:00:00,184.58
7/31/2025 16:00:00,773.44,7/30/2025 16:00:00,196.53,7/31/2025 16:00:00,234.11,7/30/2025 16:00:00,69.71,7/30/2025 16:00:00,187.38
8/1/2025 16:00:00,750.01,7/31/2025 16:00:00,191.9,8/1/2025 16:00:00,214.75,7/31/2025 16:00:00,68.76,7/31/2025 16:00:00,185.13
8/4/2025 16:00:00,776.37,8/1/2025 16:00:00,189.13,8/4/2025 16:00:00,211.65,8/1/2025 16:00:00,67.11,8/1/2025 16:00:00,182.97
8/5/2025 16:00:00,763.46,8/4/2025 16:00:00,195.04,8/5/2025 16:00:00,213.75,8/4/2025 16:00:00,68.01,8/4/2025 16:00:00,184.79
8/6/2025 16:00:00,771.99,8/5/2025 16:00:00,194.67,8/6/2025 16:00:00,222.31,8/5/2025 16:00:00,67.83,8/5/2025 16:00:00,182.23
8/7/2025 16:00:00,761.83,8/6/2025 16:00:00,196.09,8/7/2025 16:00:00,223.13,8/6/2025 16:00:00,69.42,8/6/2025 16:00:00,184.39
8/8/2025 16:00:00,769.3,8/7/2025 16:00:00,196.52,8/8/2025 16:00:00,222.69,8/7/2025 16:00:00,68.22,8/7/2025 16:00:00,185.01
8/11/2025 16:00:00,765.87,8/8/2025 16:00:00,201.42,8/11/2025 16:00:00,221.3,8/8/2025 16:00:00,67.65,8/8/2025 16:00:00,172.84
8/12/2025 16:00:00,790,8/11/2025 16:00:00,201,8/12/2025 16:00:00,221.47,8/11/2025 16:00:00,67.08,8/11/2025 16:00:00,174.86
8/13/2025 16:00:00,780.08,8/12/2025 16:00:00,203.34,8/13/2025 16:00:00,224.56,8/12/2025 16:00:00,67.97,8/12/2025 16:00:00,176.71
8/14/2025 16:00:00,782.13,8/13/2025 16:00:00,201.96,8/14/2025 16:00:00,230.98,8/13/2025 16:00:00,70.63,8/13/2025 16:00:00,175.17
8/15/2025 16:00:00,785.23,8/14/2025 16:00:00,202.94,8/15/2025 16:00:00,231.03,8/14/2025 16:00:00,69.38,8/14/2025 16:00:00,172.91
8/18/2025 16:00:00,767.37,8/15/2025 16:00:00,203.9,8/18/2025 16:00:00,231.49,8/15/2025 16:00:00,69.23,8/15/2025 16:00:00,172.84
8/19/2025 16:00:00,751.48,8/18/2025 16:00:00,203.5,8/19/2025 16:00:00,228.01,8/18/2025 16:00:00,69.53,8/18/2025 16:00:00,173.88
8/20/2025 16:00:00,747.72,8/19/2025 16:00:00,201.57,8/20/2025 16:00:00,223.81,8/19/2025 16:00:00,69.05,8/19/2025 16:00:00,175.91
8/21/2025 16:00:00,739.1,8/20/2025 16:00:00,199.32,8/21/2025 16:00:00,221.95,8/20/2025 16:00:00,68.08,8/20/2025 16:00:00,173.23
8/22/2025 16:00:00,754.79,8/21/2025 16:00:00,199.75,8/22/2025 16:00:00,228.84,8/21/2025 16:00:00,67.55,8/21/2025 16:00:00,173.93
8/25/2025 16:00:00,753.3,8/22/2025 16:00:00,206.09,8/25/2025 16:00:00,227.94,8/22/2025 16:00:00,69.9,8/22/2025 16:00:00,177.33
8/26/2025 16:00:00,754.1,8/28/2025 16:00:00,211.64,8/26/2025 16:00:00,228.71,8/25/2025 16:00:00,69.48,8/28/2025 16:00:00,172.38
8/27/2025 16:00:00,747.38,8/29/2025 16:00:00,212.91,8/27/2025 16:00:00,229.12,8/26/2025 16:00:00,70.18,8/29/2025 16:00:00,172.55
8/28/2025 16:00:00,751.11,9/2/2025 16:00:00,211.35,8/28/2025 16:00:00,231.6,8/27/2025 16:00:00,69.65,9/2/2025 16:00:00,171.28
8/29/2025 16:00:00,738.7,9/3/2025 16:00:00,230.66,8/29/2025 16:00:00,229,8/28/2025 16:00:00,70.06,9/3/2025 16:00:00,171.57
9/2/2025 16:00:00,735.11,9/4/2025 16:00:00,232.3,9/2/2025 16:00:00,225.34,8/29/2025 16:00:00,70.19,9/4/2025 16:00:00,169.37
9/3/2025 16:00:00,737.05,9/5/2025 16:00:00,235,9/3/2025 16:00:00,225.99,9/2/2025 16:00:00,69.25,9/5/2025 16:00:00,168.85
9/4/2025 16:00:00,748.65,9/8/2025 16:00:00,234.04,9/4/2025 16:00:00,235.68,9/3/2025 16:00:00,69.64,9/8/2025 16:00:00,167.48
9/5/2025 16:00:00,752.45,9/9/2025 16:00:00,239.63,9/5/2025 16:00:00,232.33,9/4/2025 16:00:00,68.46,9/9/2025 16:00:00,168.12
9/8/2025 16:00:00,752.3,9/10/2025 16:00:00,239.17,9/8/2025 16:00:00,235.84,9/5/2025 16:00:00,68.26,9/10/2025 16:00:00,166.08
9/9/2025 16:00:00,765.7,9/11/2025 16:00:00,240.37,9/9/2025 16:00:00,238.24,9/8/2025 16:00:00,68.4,9/11/2025 16:00:00,167.16
9/10/2025 16:00:00,751.98,9/12/2025 16:00:00,240.8,9/10/2025 16:00:00,230.33,9/9/2025 16:00:00,67.68,9/12/2025 16:00:00,166.69
9/11/2025 16:00:00,750.9,9/15/2025 16:00:00,251.61,9/11/2025 16:00:00,229.95,9/10/2025 16:00:00,65.64,9/15/2025 16:00:00,165.14
9/12/2025 16:00:00,755.59,9/16/2025 16:00:00,251.16,9/12/2025 16:00:00,228.15,9/11/2025 16:00:00,67.27,9/16/2025 16:00:00,165.61
9/15/2025 16:00:00,764.7,9/17/2025 16:00:00,249.53,9/15/2025 16:00:00,231.43,9/12/2025 16:00:00,66.89,9/17/2025 16:00:00,164.3
9/16/2025 16:00:00,779,9/18/2025 16:00:00,252.03,9/16/2025 16:00:00,234.05,9/15/2025 16:00:00,67.11,9/18/2025 16:00:00,159.78
9/17/2025 16:00:00,775.72,9/19/2025 16:00:00,254.72,9/17/2025 16:00:00,231.62,9/16/2025 16:00:00,66.85,9/19/2025 16:00:00,158.24
9/18/2025 16:00:00,780.25,9/22/2025 16:00:00,252.53,9/18/2025 16:00:00,231.23,9/17/2025 16:00:00,68.62,9/22/2025 16:00:00,159.56
9/19/2025 16:00:00,778.38,9/23/2025 16:00:00,251.66,9/19/2025 16:00:00,231.48,9/18/2025 16:00:00,68.52,9/23/2025 16:00:00,159.64
9/22/2025 16:00:00,765.16,9/24/2025 16:00:00,247.14,9/22/2025 16:00:00,227.63,9/19/2025 16:00:00,68.22,9/24/2025 16:00:00,161.75
9/23/2025 16:00:00,755.4,9/25/2025 16:00:00,245.79,9/23/2025 16:00:00,220.71,9/22/2025 16:00:00,67.68,9/25/2025 16:00:00,163.01
9/24/2025 16:00:00,755.4,9/26/2025 16:00:00,246.54,9/24/2025 16:00:00,220.71,9/23/2025 16:00:00,67.31,9/26/2025 16:00:00,162.53
9/26/2025 16:00:00,743.75,9/29/2025 16:00:00,244.05,9/26/2025 16:00:00,219.78,9/24/2025 16:00:00,67.86,9/29/2025 16:00:00,166.76
9/29/2025 16:00:00,743.4,9/30/2025 16:00:00,243.1,9/29/2025 16:00:00,222.17,9/25/2025 16:00:00,66.74,9/30/2025 16:00:00,166.15
9/30/2025 16:00:00,734.38,10/1/2025 16:00:00,244.9,9/30/2025 16:00:00,219.57,9/26/2025 16:00:00,67.3,10/1/2025 16:00:00,162.81
10/1/2025 16:00:00,717.34,10/2/2025 16:00:00,245.69,10/1/2025 16:00:00,220.63,9/29/2025 16:00:00,69.68,10/2/2025 16:00:00,165.06
