META,,GOOGL,,AMZN,,PYPL,,TXRH,
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
6/7/2024 16:00:00,492.96,6/7/2024 16:00:00,174.46,6/7/2024 16:00:00,184.3,6/7/2024 16:00:00,67.3,6/7/2024 16:00:00,167.93
6/10/2024 16:00:00,502.6,6/10/2024 16:00:00,175.01,6/10/2024 16:00:00,187.06,6/10/2024 16:00:00,67.09,6/10/2024 16:00:00,169.75
6/11/2024 16:00:00,507.47,6/11/2024 16:00:00,176.62,6/11/2024 16:00:00,187.23,6/11/2024 16:00:00,64.77,6/11/2024 16:00:00,169.54
6/12/2024 16:00:00,508.84,6/12/2024 16:00:00,177.79,6/12/2024 16:00:00,186.89,6/12/2024 16:00:00,63.43,6/12/2024 16:00:00,171.71
6/13/2024 16:00:00,504.1,6/13/2024 16:00:00,175.16,6/13/2024 16:00:00,183.83,6/13/2024 16:00:00,61.54,6/13/2024 16:00:00,171.14
6/14/2024 16:00:00,504.16,6/14/2024 16:00:00,176.79,6/14/2024 16:00:00,183.66,6/14/2024 16:00:00,60.64,6/14/2024 16:00:00,167.43
6/17/2024 16:00:00,506.63,6/17/2024 16:00:00,177.24,6/17/2024 16:00:00,184.06,6/17/2024 16:00:00,60.13,6/17/2024 16:00:00,171.62
6/18/2024 16:00:00,499.49,6/18/2024 16:00:00,175.09,6/18/2024 16:00:00,182.81,6/18/2024 16:00:00,59.12,6/18/2024 16:00:00,170.03
6/20/2024 16:00:00,501.7,6/20/2024 16:00:00,176.3,6/20/2024 16:00:00,186.1,6/20/2024 16:00:00,59.8,6/20/2024 16:00:00,169.36
6/21/2024 16:00:00,494.78,6/21/2024 16:00:00,179.63,6/21/2024 16:00:00,189.08,6/21/2024 16:00:00,60.61,6/21/2024 16:00:00,170.41
6/24/2024 16:00:00,498.91,6/24/2024 16:00:00,179.22,6/24/2024 16:00:00,185.57,6/24/2024 16:00:00,59.49,6/24/2024 16:00:00,170.86
6/25/2024 16:00:00,510.6,6/25/2024 16:00:00,184.03,6/25/2024 16:00:00,186.34,6/25/2024 16:00:00,59.33,6/25/2024 16:00:00,171.66
6/26/2024 16:00:00,513.12,6/26/2024 16:00:00,183.88,6/26/2024 16:00:00,193.61,6/26/2024 16:00:00,58.26,6/26/2024 16:00:00,172.02
6/27/2024 16:00:00,519.56,6/27/2024 16:00:00,185.41,6/27/2024 16:00:00,197.85,6/27/2024 16:00:00,58.37,6/27/2024 16:00:00,174.07
6/28/2024 16:00:00,504.22,6/28/2024 16:00:00,182.15,6/28/2024 16:00:00,193.25,6/28/2024 16:00:00,58.03,6/28/2024 16:00:00,171.71
7/1/2024 16:00:00,504.68,7/1/2024 16:00:00,182.99,7/1/2024 16:00:00,197.2,7/1/2024 16:00:00,57.81,7/1/2024 16:00:00,170.36
7/2/2024 16:00:00,509.5,7/2/2024 16:00:00,185.24,7/2/2024 16:00:00,200,7/2/2024 16:00:00,58.97,7/2/2024 16:00:00,167.61
7/3/2024 13:05:00,509.96,7/3/2024 13:05:00,185.82,7/3/2024 13:05:00,197.59,7/3/2024 13:05:00,59.64,7/3/2024 13:05:00,166.64
7/5/2024 16:00:00,539.91,7/5/2024 16:00:00,190.6,7/5/2024 16:00:00,200,7/5/2024 16:00:00,59.76,7/5/2024 16:00:00,170.68
7/8/2024 16:00:00,529.32,7/8/2024 16:00:00,189.03,7/8/2024 16:00:00,199.29,7/8/2024 16:00:00,59.09,7/8/2024 16:00:00,171.56
7/9/2024 16:00:00,530,7/9/2024 16:00:00,188.98,7/9/2024 16:00:00,199.34,7/9/2024 16:00:00,59,7/9/2024 16:00:00,166.52
7/10/2024 16:00:00,534.69,7/10/2024 16:00:00,191.18,7/10/2024 16:00:00,199.79,7/10/2024 16:00:00,58.9,7/10/2024 16:00:00,166.88
7/11/2024 16:00:00,512.7,7/11/2024 16:00:00,185.57,7/11/2024 16:00:00,195.05,7/11/2024 16:00:00,59.99,7/11/2024 16:00:00,167.51
7/12/2024 16:00:00,498.87,7/12/2024 16:00:00,185.07,7/12/2024 16:00:00,194.49,7/12/2024 16:00:00,60.27,7/12/2024 16:00:00,169.08
7/15/2024 16:00:00,496.16,7/15/2024 16:00:00,186.53,7/15/2024 16:00:00,192.72,7/15/2024 16:00:00,60.47,7/15/2024 16:00:00,169.7
7/16/2024 16:00:00,489.79,7/16/2024 16:00:00,183.92,7/16/2024 16:00:00,193.02,7/16/2024 16:00:00,61.81,7/16/2024 16:00:00,173.99
7/17/2024 16:00:00,461.99,7/17/2024 16:00:00,181.02,7/17/2024 16:00:00,187.93,7/17/2024 16:00:00,61.24,7/17/2024 16:00:00,171.57
7/18/2024 16:00:00,475.85,7/18/2024 16:00:00,177.69,7/18/2024 16:00:00,183.75,7/18/2024 16:00:00,60,7/18/2024 16:00:00,168.6
7/19/2024 16:00:00,476.79,7/19/2024 16:00:00,177.66,7/19/2024 16:00:00,183.13,7/19/2024 16:00:00,59.33,7/19/2024 16:00:00,171.44
7/22/2024 16:00:00,487.4,7/22/2024 16:00:00,181.67,7/22/2024 16:00:00,182.55,7/22/2024 16:00:00,60.77,7/22/2024 16:00:00,173.57
7/23/2024 16:00:00,488.69,7/23/2024 16:00:00,181.79,7/23/2024 16:00:00,186.41,7/23/2024 16:00:00,59.71,7/23/2024 16:00:00,172.23
7/24/2024 16:00:00,461.27,7/24/2024 16:00:00,172.63,7/24/2024 16:00:00,180.83,7/24/2024 16:00:00,58.07,7/24/2024 16:00:00,165.46
7/25/2024 16:00:00,453.41,7/25/2024 16:00:00,167.28,7/25/2024 16:00:00,179.85,7/25/2024 16:00:00,57.22,7/25/2024 16:00:00,166.02
7/26/2024 16:00:00,465.7,7/26/2024 16:00:00,167,7/26/2024 16:00:00,182.5,7/26/2024 16:00:00,58.29,7/26/2024 16:00:00,169.38
7/29/2024 16:00:00,465.71,7/29/2024 16:00:00,169.53,7/29/2024 16:00:00,183.2,7/29/2024 16:00:00,58.94,7/29/2024 16:00:00,172.44
7/30/2024 16:00:00,463.19,7/30/2024 16:00:00,170.29,7/30/2024 16:00:00,181.71,7/30/2024 16:00:00,64,7/30/2024 16:00:00,173.87
7/31/2024 16:00:00,474.83,7/31/2024 16:00:00,171.54,7/31/2024 16:00:00,186.98,7/31/2024 16:00:00,65.78,7/31/2024 16:00:00,174.61
8/1/2024 16:00:00,497.74,8/1/2024 16:00:00,170.76,8/1/2024 16:00:00,184.07,8/1/2024 16:00:00,65.31,8/1/2024 16:00:00,173.13
8/2/2024 16:00:00,488.14,8/2/2024 16:00:00,166.66,8/2/2024 16:00:00,167.9,8/2/2024 16:00:00,61.98,8/2/2024 16:00:00,166.13
8/5/2024 16:00:00,475.73,8/5/2024 16:00:00,159.25,8/5/2024 16:00:00,161.02,8/5/2024 16:00:00,60.46,8/5/2024 16:00:00,161.99
8/6/2024 16:00:00,494.09,8/6/2024 16:00:00,158.29,8/6/2024 16:00:00,161.93,8/6/2024 16:00:00,62.75,8/6/2024 16:00:00,166.5
8/7/2024 16:00:00,488.92,8/7/2024 16:00:00,158.94,8/7/2024 16:00:00,162.77,8/7/2024 16:00:00,62.74,8/7/2024 16:00:00,164.73
8/8/2024 16:00:00,509.63,8/8/2024 16:00:00,162.03,8/8/2024 16:00:00,165.8,8/8/2024 16:00:00,64.28,8/8/2024 16:00:00,168.09
8/9/2024 16:00:00,517.77,8/9/2024 16:00:00,163.67,8/9/2024 16:00:00,166.94,8/9/2024 16:00:00,64.72,8/9/2024 16:00:00,167.56
8/12/2024 16:00:00,515.95,8/12/2024 16:00:00,162.29,8/12/2024 16:00:00,166.8,8/12/2024 16:00:00,63.46,8/12/2024 16:00:00,166.97
8/13/2024 16:00:00,528.54,8/13/2024 16:00:00,164.16,8/13/2024 16:00:00,170.23,8/13/2024 16:00:00,65.11,8/13/2024 16:00:00,169.71
8/14/2024 16:00:00,526.76,8/14/2024 16:00:00,160.37,8/14/2024 16:00:00,170.1,8/14/2024 16:00:00,66.14,8/14/2024 16:00:00,167.69
8/15/2024 16:00:00,537.33,8/15/2024 16:00:00,161.3,8/15/2024 16:00:00,177.59,8/15/2024 16:00:00,67.94,8/15/2024 16:00:00,170
8/16/2024 16:00:00,527.42,8/16/2024 16:00:00,162.96,8/16/2024 16:00:00,177.06,8/16/2024 16:00:00,67.96,8/16/2024 16:00:00,167.26
8/19/2024 16:00:00,529.28,8/19/2024 16:00:00,166.67,8/19/2024 16:00:00,178.22,8/19/2024 16:00:00,69.43,8/19/2024 16:00:00,168.12
8/20/2024 16:00:00,526.73,8/20/2024 16:00:00,167.18,8/20/2024 16:00:00,178.88,8/20/2024 16:00:00,71.89,8/20/2024 16:00:00,166.73
8/21/2024 16:00:00,535.16,8/21/2024 16:00:00,165.85,8/21/2024 16:00:00,180.11,8/21/2024 16:00:00,71.46,8/21/2024 16:00:00,169.61
8/22/2024 16:00:00,531.93,8/22/2024 16:00:00,163.8,8/22/2024 16:00:00,176.13,8/22/2024 16:00:00,71.52,8/22/2024 16:00:00,168.32
8/23/2024 16:00:00,528,8/23/2024 16:00:00,165.62,8/23/2024 16:00:00,177.04,8/23/2024 16:00:00,71.7,8/23/2024 16:00:00,168.59
8/26/2024 16:00:00,521.12,8/26/2024 16:00:00,166.16,8/26/2024 16:00:00,175.5,8/26/2024 16:00:00,72.04,8/26/2024 16:00:00,167.79
8/27/2024 16:00:00,519.1,8/27/2024 16:00:00,164.68,8/27/2024 16:00:00,173.12,8/27/2024 16:00:00,71.59,8/27/2024 16:00:00,169.01
8/28/2024 16:00:00,516.78,8/28/2024 16:00:00,162.85,8/28/2024 16:00:00,170.8,8/28/2024 16:00:00,70.43,8/28/2024 16:00:00,169.6
8/29/2024 16:00:00,518.22,8/29/2024 16:00:00,161.78,8/29/2024 16:00:00,172.12,8/29/2024 16:00:00,73.16,8/29/2024 16:00:00,168.63
8/30/2024 16:00:00,521.31,8/30/2024 16:00:00,163.38,8/30/2024 16:00:00,178.5,8/30/2024 16:00:00,72.43,8/30/2024 16:00:00,168.75
9/3/2024 16:00:00,511.76,9/3/2024 16:00:00,157.36,9/3/2024 16:00:00,176.25,9/3/2024 16:00:00,72,9/3/2024 16:00:00,166.69
9/4/2024 16:00:00,512.74,9/4/2024 16:00:00,156.45,9/4/2024 16:00:00,173.33,9/4/2024 16:00:00,72.61,9/4/2024 16:00:00,167.76
9/5/2024 16:00:00,516.86,9/5/2024 16:00:00,157.24,9/5/2024 16:00:00,177.89,9/5/2024 16:00:00,72.03,9/5/2024 16:00:00,165.24
9/6/2024 16:00:00,500.27,9/6/2024 16:00:00,150.92,9/6/2024 16:00:00,171.39,9/6/2024 16:00:00,68.89,9/6/2024 16:00:00,161.81
9/9/2024 16:00:00,504.79,9/9/2024 16:00:00,148.71,9/9/2024 16:00:00,175.4,9/9/2024 16:00:00,69.35,9/9/2024 16:00:00,161.26
9/10/2024 16:00:00,504.79,9/10/2024 16:00:00,148.66,9/10/2024 16:00:00,179.55,9/10/2024 16:00:00,68.85,9/10/2024 16:00:00,159.84
9/11/2024 16:00:00,511.83,9/11/2024 16:00:00,151.16,9/11/2024 16:00:00,184.52,9/11/2024 16:00:00,69.35,9/11/2024 16:00:00,162.96
9/12/2024 16:00:00,525.6,9/12/2024 16:00:00,154.69,9/12/2024 16:00:00,187,9/12/2024 16:00:00,70.36,9/12/2024 16:00:00,161.85
9/13/2024 16:00:00,524.62,9/13/2024 16:00:00,157.46,9/13/2024 16:00:00,186.49,9/13/2024 16:00:00,70.1,9/13/2024 16:00:00,163.92
9/16/2024 16:00:00,533.28,9/16/2024 16:00:00,158.06,9/16/2024 16:00:00,184.89,9/16/2024 16:00:00,71.07,9/16/2024 16:00:00,163.3
9/17/2024 16:00:00,536.32,9/17/2024 16:00:00,159.32,9/17/2024 16:00:00,186.88,9/17/2024 16:00:00,71.77,9/17/2024 16:00:00,165.62
9/18/2024 16:00:00,537.95,9/18/2024 16:00:00,159.81,9/18/2024 16:00:00,186.43,9/18/2024 16:00:00,73.12,9/18/2024 16:00:00,163.11
9/19/2024 16:00:00,559.1,9/19/2024 16:00:00,162.14,9/19/2024 16:00:00,189.87,9/19/2024 16:00:00,77.57,9/19/2024 16:00:00,172.49
9/20/2024 16:00:00,561.35,9/20/2024 16:00:00,163.59,9/20/2024 16:00:00,191.6,9/20/2024 16:00:00,76.76,9/20/2024 16:00:00,169.71
9/23/2024 16:00:00,564.41,9/23/2024 16:00:00,161.85,9/23/2024 16:00:00,193.88,9/23/2024 16:00:00,77.67,9/23/2024 16:00:00,175.28
9/24/2024 16:00:00,563.33,9/24/2024 16:00:00,162.29,9/24/2024 16:00:00,193.96,9/24/2024 16:00:00,78.34,9/24/2024 16:00:00,175.58
9/25/2024 16:00:00,568.31,9/25/2024 16:00:00,161.49,9/25/2024 16:00:00,192.53,9/25/2024 16:00:00,77.36,9/25/2024 16:00:00,177.13
9/26/2024 16:00:00,567.84,9/26/2024 16:00:00,162.73,9/26/2024 16:00:00,191.16,9/26/2024 16:00:00,80.08,9/26/2024 16:00:00,178.33
9/27/2024 16:00:00,567.36,9/27/2024 16:00:00,163.95,9/27/2024 16:00:00,187.97,9/27/2024 16:00:00,77.88,9/27/2024 16:00:00,174.9
9/30/2024 16:00:00,572.44,9/30/2024 16:00:00,165.85,9/30/2024 16:00:00,186.33,9/30/2024 16:00:00,78.03,9/30/2024 16:00:00,176.6
10/1/2024 16:00:00,576.47,10/1/2024 16:00:00,166.99,10/1/2024 16:00:00,185.13,10/1/2024 16:00:00,77.47,10/1/2024 16:00:00,177.22
10/2/2024 16:00:00,572.81,10/2/2024 16:00:00,165.86,10/2/2024 16:00:00,184.76,10/2/2024 16:00:00,77.44,10/2/2024 16:00:00,178.23
10/3/2024 16:00:00,582.77,10/3/2024 16:00:00,165.86,10/3/2024 16:00:00,181.96,10/3/2024 16:00:00,77.31,10/3/2024 16:00:00,175.55
10/4/2024 16:00:00,595.94,10/4/2024 16:00:00,167.06,10/4/2024 16:00:00,186.51,10/4/2024 16:00:00,79.36,10/4/2024 16:00:00,178.65
10/7/2024 16:00:00,584.78,10/7/2024 16:00:00,162.98,10/7/2024 16:00:00,180.8,10/7/2024 16:00:00,80.26,10/7/2024 16:00:00,175.53
10/8/2024 16:00:00,592.89,10/8/2024 16:00:00,164.38,10/8/2024 16:00:00,182.72,10/8/2024 16:00:00,81.16,10/8/2024 16:00:00,176.86
10/9/2024 16:00:00,590.51,10/9/2024 16:00:00,161.86,10/9/2024 16:00:00,185.17,10/9/2024 16:00:00,81.65,10/9/2024 16:00:00,175.98
10/10/2024 16:00:00,583.83,10/10/2024 16:00:00,162.08,10/10/2024 16:00:00,186.65,10/10/2024 16:00:00,78.98,10/10/2024 16:00:00,174.04
10/11/2024 16:00:00,589.95,10/11/2024 16:00:00,163.24,10/11/2024 16:00:00,188.82,10/11/2024 16:00:00,80.51,10/11/2024 16:00:00,175.7
10/14/2024 16:00:00,590.42,10/14/2024 16:00:00,164.96,10/14/2024 16:00:00,187.54,10/14/2024 16:00:00,80.67,10/14/2024 16:00:00,176.05
10/15/2024 16:00:00,590.42,10/15/2024 16:00:00,165.46,10/15/2024 16:00:00,187.54,10/15/2024 16:00:00,79.55,10/15/2024 16:00:00,181.61
10/16/2024 16:00:00,576.79,10/16/2024 16:00:00,165.16,10/16/2024 16:00:00,186.89,10/16/2024 16:00:00,80.82,10/16/2024 16:00:00,182.66
10/17/2024 16:00:00,576.93,10/17/2024 16:00:00,162.93,10/17/2024 16:00:00,187.53,10/17/2024 16:00:00,79.82,10/17/2024 16:00:00,182.3
10/18/2024 16:00:00,576.47,10/18/2024 16:00:00,163.42,10/18/2024 16:00:00,188.99,10/18/2024 16:00:00,80.94,10/18/2024 16:00:00,183.89
10/21/2024 16:00:00,575.16,10/21/2024 16:00:00,164.07,10/21/2024 16:00:00,189.07,10/21/2024 16:00:00,80.56,10/21/2024 16:00:00,181.02
10/22/2024 16:00:00,582.01,10/22/2024 16:00:00,165.14,10/22/2024 16:00:00,189.7,10/22/2024 16:00:00,80.91,10/22/2024 16:00:00,180.43
10/23/2024 16:00:00,563.69,10/23/2024 16:00:00,162.78,10/23/2024 16:00:00,184.71,10/23/2024 16:00:00,80.83,10/23/2024 16:00:00,178.99
10/24/2024 16:00:00,567.78,10/24/2024 16:00:00,162.72,10/24/2024 16:00:00,186.38,10/24/2024 16:00:00,81.39,10/24/2024 16:00:00,180.9
10/25/2024 16:00:00,573.25,10/25/2024 16:00:00,165.27,10/25/2024 16:00:00,187.83,10/25/2024 16:00:00,81.7,10/25/2024 16:00:00,187.38
10/28/2024 16:00:00,578.16,10/28/2024 16:00:00,166.72,10/28/2024 16:00:00,188.39,10/28/2024 16:00:00,83.59,10/28/2024 16:00:00,188.11
10/30/2024 16:00:00,591.8,10/29/2024 16:00:00,169.68,10/30/2024 16:00:00,192.73,10/29/2024 16:00:00,80.28,10/29/2024 16:00:00,193.18
10/31/2024 16:00:00,567.58,10/30/2024 16:00:00,174.46,10/31/2024 16:00:00,186.4,10/30/2024 16:00:00,78.22,10/30/2024 16:00:00,193.95
11/1/2024 16:00:00,567.16,10/31/2024 16:00:00,171.11,11/1/2024 16:00:00,197.93,10/31/2024 16:00:00,79.3,10/31/2024 16:00:00,191.12
11/4/2024 16:00:00,560.68,11/1/2024 16:00:00,171.29,11/4/2024 16:00:00,195.78,11/1/2024 16:00:00,77.25,11/1/2024 16:00:00,187.52
11/5/2024 16:00:00,572.43,11/4/2024 16:00:00,169.24,11/5/2024 16:00:00,199.5,11/4/2024 16:00:00,78.13,11/4/2024 16:00:00,185.41
11/6/2024 16:00:00,572.05,11/5/2024 16:00:00,169.74,11/6/2024 16:00:00,207.09,11/5/2024 16:00:00,79.25,11/5/2024 16:00:00,189.17
11/7/2024 16:00:00,591.7,11/6/2024 16:00:00,176.51,11/7/2024 16:00:00,210.05,11/6/2024 16:00:00,81.41,11/6/2024 16:00:00,197.97
11/8/2024 16:00:00,589.34,11/7/2024 16:00:00,180.75,11/8/2024 16:00:00,208.18,11/7/2024 16:00:00,81.35,11/7/2024 16:00:00,196.59
11/11/2024 16:00:00,583.17,11/8/2024 16:00:00,178.35,11/11/2024 16:00:00,206.84,11/8/2024 16:00:00,83.01,11/8/2024 16:00:00,197.77
11/12/2024 16:00:00,584.82,11/11/2024 16:00:00,180.35,11/12/2024 16:00:00,208.91,11/11/2024 16:00:00,86.94,11/11/2024 16:00:00,194.48
11/13/2024 16:00:00,580,11/12/2024 16:00:00,181.62,11/13/2024 16:00:00,214.1,11/12/2024 16:00:00,86.4,11/12/2024 16:00:00,196.19
11/14/2024 16:00:00,577.16,11/13/2024 16:00:00,178.88,11/14/2024 16:00:00,211.48,11/13/2024 16:00:00,87.31,11/13/2024 16:00:00,200.59
11/15/2024 16:00:00,554.08,11/14/2024 16:00:00,175.58,11/15/2024 16:00:00,202.61,11/14/2024 16:00:00,85.79,11/14/2024 16:00:00,198.91
11/18/2024 16:00:00,554.4,11/15/2024 16:00:00,172.49,11/18/2024 16:00:00,201.7,11/15/2024 16:00:00,85.83,11/15/2024 16:00:00,197.99
11/19/2024 16:00:00,561.09,11/18/2024 16:00:00,175.3,11/19/2024 16:00:00,204.61,11/18/2024 16:00:00,84.67,11/18/2024 16:00:00,195.77
11/20/2024 16:00:00,565.52,11/19/2024 16:00:00,178.12,11/20/2024 16:00:00,202.88,11/19/2024 16:00:00,84.09,11/19/2024 16:00:00,193.62
11/21/2024 16:00:00,563.09,11/20/2024 16:00:00,175.98,11/21/2024 16:00:00,198.38,11/20/2024 16:00:00,84.74,11/20/2024 16:00:00,193.41
11/22/2024 16:00:00,559.14,11/21/2024 16:00:00,167.63,11/22/2024 16:00:00,197.12,11/21/2024 16:00:00,84.82,11/21/2024 16:00:00,192.56
11/25/2024 16:00:00,565.11,11/22/2024 16:00:00,164.76,11/25/2024 16:00:00,201.45,11/22/2024 16:00:00,86.77,11/22/2024 16:00:00,194.9
11/26/2024 16:00:00,573.54,11/25/2024 16:00:00,167.65,11/26/2024 16:00:00,207.86,11/25/2024 16:00:00,87.77,11/25/2024 16:00:00,202.12
11/27/2024 16:00:00,569.2,11/26/2024 16:00:00,169.12,11/27/2024 16:00:00,205.74,11/26/2024 16:00:00,86.94,11/26/2024 16:00:00,204.71
11/29/2024 13:05:00,574.32,11/27/2024 16:00:00,169.23,11/29/2024 13:05:00,207.89,11/27/2024 16:00:00,86.57,11/27/2024 16:00:00,203.36
12/2/2024 16:00:00,592.83,11/29/2024 13:05:00,168.95,12/2/2024 16:00:00,210.71,11/29/2024 13:05:00,86.77,11/29/2024 13:05:00,205.27
12/3/2024 16:00:00,613.65,12/2/2024 16:00:00,171.49,12/3/2024 16:00:00,213.44,12/2/2024 16:00:00,86.53,12/2/2024 16:00:00,198.2
12/4/2024 16:00:00,613.78,12/3/2024 16:00:00,171.34,12/4/2024 16:00:00,218.16,12/3/2024 16:00:00,85.14,12/3/2024 16:00:00,196.1
12/5/2024 16:00:00,608.93,12/4/2024 16:00:00,174.37,12/5/2024 16:00:00,220.55,12/4/2024 16:00:00,89.33,12/4/2024 16:00:00,199.86
12/6/2024 16:00:00,623.77,12/5/2024 16:00:00,172.64,12/6/2024 16:00:00,227.03,12/5/2024 16:00:00,89.05,12/5/2024 16:00:00,196.31
12/9/2024 16:00:00,613.57,12/6/2024 16:00:00,174.71,12/9/2024 16:00:00,226.09,12/6/2024 16:00:00,89.88,12/6/2024 16:00:00,196.56
12/10/2024 16:00:00,619.32,12/9/2024 16:00:00,175.37,12/10/2024 16:00:00,225.04,12/9/2024 16:00:00,90,12/9/2024 16:00:00,192.42
12/11/2024 16:00:00,632.68,12/10/2024 16:00:00,185.17,12/11/2024 16:00:00,230.26,12/10/2024 16:00:00,88.76,12/10/2024 16:00:00,192.42
12/12/2024 16:00:00,630.79,12/11/2024 16:00:00,195.4,12/12/2024 16:00:00,228.97,12/11/2024 16:00:00,90.75,12/11/2024 16:00:00,192.61
12/13/2024 16:00:00,620.35,12/12/2024 16:00:00,191.96,12/13/2024 16:00:00,227.46,12/12/2024 16:00:00,89.4,12/12/2024 16:00:00,189.75
12/16/2024 16:00:00,624.24,12/13/2024 16:00:00,189.82,12/16/2024 16:00:00,232.93,12/13/2024 16:00:00,91.02,12/13/2024 16:00:00,186.86
12/17/2024 16:00:00,619.44,12/16/2024 16:00:00,196.66,12/17/2024 16:00:00,231.15,12/16/2024 16:00:00,91.3,12/16/2024 16:00:00,187.53
12/18/2024 16:00:00,597.19,12/17/2024 16:00:00,195.42,12/18/2024 16:00:00,220.52,12/17/2024 16:00:00,90.86,12/17/2024 16:00:00,186.92
12/19/2024 16:00:00,595.57,12/18/2024 16:00:00,188.4,12/19/2024 16:00:00,223.29,12/18/2024 16:00:00,85.45,12/18/2024 16:00:00,178.95
12/20/2024 16:00:00,585.25,12/19/2024 16:00:00,188.51,12/20/2024 16:00:00,224.92,12/19/2024 16:00:00,86.78,12/19/2024 16:00:00,182.86
12/23/2024 16:00:00,599.85,12/20/2024 16:00:00,191.41,12/23/2024 16:00:00,225.06,12/20/2024 16:00:00,87.13,12/20/2024 16:00:00,181.38
12/24/2024 13:05:00,607.75,12/23/2024 16:00:00,194.63,12/24/2024 13:05:00,229.05,12/23/2024 16:00:00,86.9,12/23/2024 16:00:00,180.42
12/26/2024 16:00:00,603.35,12/24/2024 13:05:00,196.11,12/26/2024 16:00:00,227.05,12/24/2024 13:05:00,88.25,12/24/2024 13:05:00,182.58
12/27/2024 16:00:00,599.81,12/26/2024 16:00:00,195.6,12/27/2024 16:00:00,223.75,12/26/2024 16:00:00,88.14,12/26/2024 16:00:00,182.54
12/30/2024 16:00:00,591.24,12/27/2024 16:00:00,192.76,12/30/2024 16:00:00,221.3,12/27/2024 16:00:00,86.86,12/27/2024 16:00:00,181.86
12/31/2024 16:00:00,585.51,12/30/2024 16:00:00,191.24,12/31/2024 16:00:00,219.39,12/30/2024 16:00:00,85.43,12/30/2024 16:00:00,180.19
1/2/2025 16:00:00,599.24,12/31/2024 16:00:00,189.3,1/2/2025 16:00:00,220.22,12/31/2024 16:00:00,85.35,12/31/2024 16:00:00,180.43
1/3/2025 16:00:00,604.63,1/2/2025 16:00:00,189.43,1/3/2025 16:00:00,224.19,1/2/2025 16:00:00,86.18,1/2/2025 16:00:00,181.2
1/6/2025 16:00:00,630.2,1/3/2025 16:00:00,191.79,1/6/2025 16:00:00,227.61,1/3/2025 16:00:00,87.6,1/3/2025 16:00:00,182.94
1/7/2025 16:00:00,617.89,1/6/2025 16:00:00,196.87,1/7/2025 16:00:00,222.11,1/6/2025 16:00:00,89.53,1/6/2025 16:00:00,180.97
1/8/2025 16:00:00,610.72,1/7/2025 16:00:00,195.49,1/8/2025 16:00:00,222.13,1/7/2025 16:00:00,87.97,1/7/2025 16:00:00,181.27
1/10/2025 16:00:00,615.86,1/8/2025 16:00:00,193.95,1/10/2025 16:00:00,218.94,1/8/2025 16:00:00,87.94,1/8/2025 16:00:00,182.05
1/13/2025 16:00:00,608.33,1/10/2025 16:00:00,192.04,1/13/2025 16:00:00,218.46,1/10/2025 16:00:00,83.36,1/10/2025 16:00:00,178.12
1/14/2025 16:00:00,594.25,1/13/2025 16:00:00,191.01,1/14/2025 16:00:00,217.76,1/13/2025 16:00:00,83.99,1/13/2025 16:00:00,180.32
1/15/2025 16:00:00,617.12,1/14/2025 16:00:00,189.66,1/15/2025 16:00:00,223.35,1/14/2025 16:00:00,87.18,1/14/2025 16:00:00,179.33
1/16/2025 16:00:00,611.3,1/15/2025 16:00:00,195.55,1/16/2025 16:00:00,220.66,1/15/2025 16:00:00,89.64,1/15/2025 16:00:00,179.29
1/17/2025 16:00:00,612.77,1/16/2025 16:00:00,192.91,1/17/2025 16:00:00,225.94,1/16/2025 16:00:00,88.92,1/16/2025 16:00:00,178.32
1/21/2025 16:00:00,616.46,1/17/2025 16:00:00,196,1/21/2025 16:00:00,230.71,1/17/2025 16:00:00,91.81,1/17/2025 16:00:00,178.95
1/22/2025 16:00:00,623.5,1/21/2025 16:00:00,198.05,1/22/2025 16:00:00,235.01,1/21/2025 16:00:00,89.77,1/21/2025 16:00:00,182.04
1/23/2025 16:00:00,636.45,1/22/2025 16:00:00,198.37,1/23/2025 16:00:00,235.42,1/22/2025 16:00:00,89.85,1/22/2025 16:00:00,180.04
1/24/2025 16:00:00,647.49,1/23/2025 16:00:00,197.98,1/24/2025 16:00:00,234.85,1/23/2025 16:00:00,89.73,1/23/2025 16:00:00,179.13
1/27/2025 16:00:00,659.88,1/24/2025 16:00:00,200.21,1/27/2025 16:00:00,235.42,1/24/2025 16:00:00,89.11,1/24/2025 16:00:00,178.55
1/28/2025 16:00:00,674.33,1/27/2025 16:00:00,191.81,1/28/2025 16:00:00,238.15,1/27/2025 16:00:00,90.24,1/27/2025 16:00:00,181.19
1/29/2025 16:00:00,676.49,1/28/2025 16:00:00,195.3,1/29/2025 16:00:00,237.07,1/28/2025 16:00:00,88.19,1/28/2025 16:00:00,180.91
1/30/2025 16:00:00,687,1/29/2025 16:00:00,195.41,1/30/2025 16:00:00,234.64,1/29/2025 16:00:00,88.76,1/29/2025 16:00:00,182.04
1/31/2025 16:00:00,689.18,1/30/2025 16:00:00,200.87,1/31/2025 16:00:00,237.68,1/30/2025 16:00:00,89.57,1/30/2025 16:00:00,182.65
2/3/2025 16:00:00,697.46,1/31/2025 16:00:00,204.02,2/3/2025 16:00:00,237.42,1/31/2025 16:00:00,88.58,1/31/2025 16:00:00,181.1
2/4/2025 16:00:00,704.19,2/3/2025 16:00:00,201.23,2/4/2025 16:00:00,242.06,2/3/2025 16:00:00,89.51,2/3/2025 16:00:00,183.49
